total_time,total_tasks_created,tasks_accepted,tasks_skipped,tasks_completed,total_reward,avg_queue_time,load_deviation,server_0_freq,server_1_freq,server_2_freq,episode,base_seed,policy
300,300,50,250,24,-216.2022,30.4007,0.4299,0.0,1.0,0.0,38,2,DQN_v2
300,300,47,253,24,-217.7751,30.425,0.4303,0.0,1.0,0.0,39,2,DQN_v2
300,300,45,255,24,-219.6482,30.7161,0.4344,0.0,1.0,0.0,40,2,DQN_v2
300,300,47,253,24,-218.7273,30.7424,0.4348,0.0,1.0,0.0,41,2,DQN_v2
300,300,46,254,24,-218.8938,30.6313,0.4332,0.0,1.0,0.0,42,2,DQN_v2
300,300,45,255,24,-219.3107,30.6036,0.4328,0.0,1.0,0.0,43,2,DQN_v2
300,300,50,250,24,-217.0327,30.6776,0.4338,0.0,1.0,0.0,44,2,DQN_v2
300,300,47,253,24,-218.6086,30.7029,0.4342,0.0,1.0,0.0,45,2,DQN_v2
300,300,47,253,24,-218.9593,30.8198,0.4359,0.0,1.0,0.0,46,2,DQN_v2
300,300,48,252,24,-218.4531,30.8177,0.4358,0.0,1.0,0.0,47,2,DQN_v2
300,300,45,255,24,-219.7834,30.7611,0.435,0.0,1.0,0.0,48,2,DQN_v2
300,300,50,250,24,-217.5084,30.8361,0.4361,0.0,1.0,0.0,49,2,DQN_v2
300,300,50,250,24,-217.3801,30.7934,0.4355,0.0,1.0,0.0,50,2,DQN_v2
300,300,44,256,24,-220.5054,30.8351,0.4361,0.0,1.0,0.0,51,2,DQN_v2
300,300,51,249,24,-216.5426,30.6809,0.4339,0.0,1.0,0.0,52,2,DQN_v2
300,300,50,250,24,-216.9692,30.6564,0.4335,0.0,1.0,0.0,53,2,DQN_v2
300,300,47,253,24,-218.9907,30.8302,0.436,0.0,1.0,0.0,54,2,DQN_v2
300,300,49,251,24,-217.3643,30.6214,0.4331,0.0,1.0,0.0,55,2,DQN_v2
300,300,47,253,24,-218.8698,30.7899,0.4354,0.0,1.0,0.0,56,2,DQN_v2
300,300,49,251,24,-217.4718,30.6573,0.4336,0.0,1.0,0.0,57,2,DQN_v2
300,300,47,253,24,-218.9098,30.8033,0.4356,0.0,1.0,0.0,58,2,DQN_v2
300,300,50,250,24,-217.4458,30.8153,0.4358,0.0,1.0,0.0,59,2,DQN_v2
300,300,49,251,24,-218.2066,30.9022,0.437,0.0,1.0,0.0,60,2,DQN_v2
300,300,52,248,24,-215.9451,30.6484,0.4334,0.0,1.0,0.0,61,2,DQN_v2
300,300,51,249,24,-216.9527,30.8176,0.4358,0.0,1.0,0.0,62,2,DQN_v2
300,300,48,252,24,-218.0083,30.6694,0.4337,0.0,1.0,0.0,63,2,DQN_v2
300,300,47,253,24,-218.9419,30.814,0.4358,0.0,1.0,0.0,64,2,DQN_v2
300,300,50,250,24,-217.3783,30.7928,0.4355,0.0,1.0,0.0,65,2,DQN_v2
300,300,44,256,24,-220.2362,30.7454,0.4348,0.0,1.0,0.0,66,2,DQN_v2
300,300,48,252,24,-218.4893,30.8298,0.436,0.0,1.0,0.0,67,2,DQN_v2
300,300,51,249,24,-216.2644,30.5881,0.4326,0.0,1.0,0.0,68,2,DQN_v2
300,300,49,251,24,-217.682,30.7273,0.4346,0.0,1.0,0.0,69,2,DQN_v2
300,300,48,252,24,-217.9048,30.6349,0.4332,0.0,1.0,0.0,70,2,DQN_v2
300,300,49,251,24,-216.9291,30.4764,0.431,0.0,1.0,0.0,71,2,DQN_v2
300,300,48,252,24,-218.3536,30.7845,0.4354,0.0,1.0,0.0,72,2,DQN_v2
300,300,49,251,24,-218.0142,30.8381,0.4361,0.0,1.0,0.0,73,2,DQN_v2
300,300,47,253,24,-219.1772,30.8924,0.4369,0.0,1.0,0.0,74,2,DQN_v2
300,300,50,250,24,-217.5479,30.8493,0.4363,0.0,1.0,0.0,75,2,DQN_v2
300,300,50,250,24,-217.2046,30.7349,0.4347,0.0,1.0,0.0,76,2,DQN_v2
300,300,47,253,24,-219.0676,30.8559,0.4364,0.0,1.0,0.0,77,2,DQN_v2
300,300,48,252,24,-218.303,30.7677,0.4351,0.0,1.0,0.0,78,2,DQN_v2
