Episode,"Case 1: α=0.5, γ=0.2, ε=0.1","Case 2: α=0.1, γ=0.95, ε=0.2","Case 3: α=0.1, γ=0.8, ε=0.7"
2618,21.0,24.0,-7.0
2619,22.5,23.0,-5.0
2620,25.0,24.0,18.5
2621,25.0,24.5,-7.0
2622,24.5,21.0,-18.0
2623,24.5,0.0,-3.0
2624,22.0,-2.5,-6.5
2625,24.0,-1.5,-2.5
2626,25.0,-6.0,-6.0
2627,22.5,19.0,-4.5
2628,23.0,21.0,-7.0
2629,22.0,-3.0,-8.0
2630,25.0,23.5,-4.5
2631,2.5,24.5,-7.0
2632,24.5,13.0,18.0
2633,24.0,22.5,-10.0
2634,25.0,22.5,-4.5
2635,21.0,21.0,-13.0
2636,23.5,0.5,14.0
2637,-2.5,24.5,-5.5
2638,23.0,24.0,-6.0
2639,23.0,24.5,-9.5
2640,25.0,22.0,-6.5
2641,25.0,-1.0,-4.0
2642,25.0,23.5,-5.5
2643,23.5,24.5,-5.5
2644,25.0,-10.0,-5.5
2645,23.5,-4.0,20.5
2646,24.5,23.0,-5.5
2647,24.5,-3.0,-6.0
2648,2.0,0.5,-12.5
2649,23.5,2.5,-5.0
2650,23.5,24.0,-5.0
2651,24.5,-1.5,18.5
2652,25.0,2.5,-24.0
2653,24.5,23.5,-12.0
2654,24.0,1.5,-4.0
2655,24.0,23.5,-4.5
2656,-3.5,23.0,-7.0
2657,24.5,22.0,-4.0
2658,25.0,23.5,-3.5
2659,25.0,24.0,-9.0
2660,25.0,23.5,17.5
2661,24.0,24.0,-5.0
2662,25.0,22.5,-0.5
2663,25.0,21.0,-7.0
2664,22.0,20.5,-3.5
2665,-3.0,23.0,10.5
2666,23.5,23.5,-11.0
2667,23.5,22.0,-4.5
2668,24.0,24.0,-3.0
2669,3.0,-6.0,-4.0
2670,24.0,23.5,8.0
2671,23.0,23.0,-1.5
2672,24.0,21.5,-0.5
2673,23.5,24.5,-5.0
2674,20.0,23.0,-20.0
2675,23.5,24.0,-7.0
2676,24.5,21.0,24.0
2677,22.0,20.5,20.0
2678,-4.5,21.0,15.0
2679,25.0,24.5,-9.5
2680,23.5,23.5,3.0
2681,24.0,-2.0,-6.5
2682,25.0,23.5,-6.5
2683,25.0,23.5,-6.5
2684,23.5,22.0,-6.0
2685,25.0,22.5,3.5
2686,25.0,-1.5,-7.0
2687,0.5,22.5,20.5
2688,24.0,-2.5,-14.0
2689,24.0,22.5,-6.0
2690,24.0,-4.0,-8.0
2691,25.0,22.5,-10.0
2692,22.5,24.0,17.5
2693,25.0,23.0,-5.5
2694,25.0,2.5,15.5
2695,25.0,22.5,-8.0
2696,25.0,21.5,-5.0
2697,25.0,22.5,-12.0
2698,24.0,24.5,-5.5
2699,19.5,21.0,-8.0
2700,25.0,-2.0,18.0
2701,22.0,-1.5,-7.5
2702,24.0,23.5,-2.5
2703,24.5,24.0,-3.5
2704,23.5,21.5,-5.5
2705,25.0,-5.5,-4.5
2706,23.5,22.0,-4.5
2707,23.0,21.0,8.0
2708,23.0,24.0,-5.5
2709,24.0,18.5,-2.0
2710,24.5,24.5,-3.0
2711,24.0,-7.5,-6.5
2712,24.5,22.0,14.0
2713,21.5,18.0,-8.0
2714,24.0,23.0,-3.5
2715,23.5,24.0,16.5
2716,24.0,2.0,-5.5
2717,-4.5,23.5,-4.0
2718,21.5,-1.5,-1.5
2719,25.0,23.0,-3.0
2720,25.0,-1.5,-5.0
2721,-2.0,22.5,-4.0
2722,-3.0,20.5,-7.0
2723,23.0,19.0,13.0
2724,-2.0,23.0,-4.5
2725,24.0,-2.0,21.0
2726,23.5,23.5,-5.5
2727,24.5,23.5,-5.5
2728,25.0,1.5,-7.0
2729,22.0,20.5,-6.0
2730,25.0,24.5,-7.5
2731,24.0,23.0,12.0
2732,24.0,23.5,-7.0
2733,25.0,24.5,-7.5
2734,23.5,22.0,-4.5
2735,25.0,22.5,-4.5
2736,25.0,23.0,-9.5
2737,24.5,24.5,-6.5
2738,-8.5,0.5,-5.0
2739,24.5,24.0,13.5
2740,23.0,21.5,-3.0
2741,25.0,19.0,-12.5
2742,23.0,23.5,-11.0
2743,24.0,23.0,-9.5
2744,-3.5,22.5,16.0
2745,-0.5,23.0,-9.5
2746,24.5,24.0,-15.0
2747,25.0,23.0,-6.5
2748,24.5,23.5,-7.0
2749,25.0,24.0,-7.5
2750,25.0,23.5,-14.0
2751,25.0,22.5,20.5
2752,-5.0,19.5,-7.0
2753,23.5,23.5,18.0
2754,25.0,24.5,-6.5
2755,24.0,24.0,-6.0
2756,24.5,21.5,-9.5
2757,24.5,-0.5,10.0
2758,22.0,23.0,-7.0
2759,25.0,-1.5,-5.5
2760,24.5,21.5,19.0
2761,25.0,20.5,7.5
2762,16.5,23.0,-8.0
2763,25.0,21.5,-5.0
2764,25.0,-4.0,2.0
2765,25.0,23.5,12.0
2766,24.0,22.0,-5.5
2767,25.0,24.5,-6.0
2768,25.0,23.5,-5.5
2769,24.0,-0.5,-4.0
2770,-1.0,0.0,-2.5
2771,23.0,-4.0,-6.0
2772,25.0,22.0,-6.0
2773,24.0,1.0,-7.0
2774,-1.0,20.0,-4.5
2775,24.0,-7.0,-2.5
2776,23.5,23.5,-4.0
2777,23.5,21.0,-5.0
2778,-3.0,22.0,-8.0
2779,25.0,23.5,-5.0
2780,24.0,23.0,-7.0
2781,23.5,24.0,-2.0
2782,24.5,24.5,20.5
2783,24.0,20.5,-5.0
2784,24.5,21.5,-14.0
2785,24.0,23.5,-4.0
2786,24.0,19.5,18.0
2787,24.0,23.5,14.0
2788,24.5,-1.5,-8.0
2789,21.5,22.0,-4.5
2790,24.5,-2.0,-3.5
2791,24.0,19.0,-6.0
2792,25.0,19.0,15.0
2793,23.5,21.0,-5.5
2794,22.5,20.0,-5.0
2795,22.0,22.5,-7.0
2796,-1.0,-3.0,-4.0
2797,24.0,23.0,19.0
2798,25.0,22.5,-7.0
2799,24.5,0.0,-4.5
2800,-2.0,24.0,19.5
2801,-2.0,22.0,-6.5
2802,23.0,20.5,-6.5
2803,24.5,23.0,6.0
2804,25.0,24.0,-4.0
2805,25.0,0.5,16.5
2806,24.0,22.5,-6.0
2807,24.0,24.5,18.5
2808,23.0,24.5,18.5
2809,24.5,-2.5,-5.5
2810,25.0,19.5,21.0
2811,22.0,24.5,-7.5
2812,16.5,22.5,-5.5
2813,24.5,-2.5,-7.0
2814,25.0,-2.0,-5.5
2815,23.5,24.0,10.5
2816,23.0,24.0,-3.0
2817,25.0,-0.5,-9.0
2818,24.0,23.5,-8.0
2819,24.5,24.5,16.0
2820,3.0,21.5,17.5
2821,25.0,22.0,-1.5
2822,-1.0,20.5,-3.0
2823,25.0,24.5,20.5
2824,1.0,2.0,-6.0
2825,25.0,22.5,-8.5
2826,24.0,24.5,-3.0
2827,23.5,21.5,-16.5
2828,23.0,22.5,-4.0
2829,24.5,22.5,-4.0
2830,24.5,24.5,-11.0
2831,23.0,2.5,-6.5
2832,25.0,20.0,-6.0
2833,-2.0,24.5,-9.5
2834,24.5,23.0,-5.5
2835,24.5,23.0,13.0
2836,25.0,24.5,19.5
2837,24.5,-6.0,-3.5
2838,24.0,23.5,-2.5
2839,24.5,24.0,-1.0
2840,25.0,-5.0,-12.0
2841,25.0,23.5,18.0
2842,24.5,1.0,-7.0
2843,25.0,24.5,18.0
2844,24.5,23.5,-3.0
2845,25.0,-3.0,16.5
2846,23.0,24.5,-2.0
2847,24.0,-0.5,-9.0
2848,25.0,-1.5,-7.0
2849,1.5,20.0,-6.5
2850,-2.0,24.0,15.0
2851,23.5,23.5,-1.5
2852,25.0,22.5,-5.0
2853,-1.5,1.0,-4.5
2854,25.0,22.5,-5.5
2855,24.0,-0.5,-6.5
2856,25.0,23.5,-7.0
2857,25.0,24.5,16.0
2858,23.5,20.0,14.0
2859,23.0,23.5,-14.5
2860,21.0,18.5,-4.5
2861,23.5,21.0,-9.5
2862,24.5,-5.5,17.0
2863,24.0,23.5,-19.5
2864,24.0,22.0,0.0
2865,22.0,21.5,-6.0
2866,24.0,23.0,-5.0
2867,24.5,22.5,-3.5
2868,24.0,0.5,-6.5
2869,24.0,23.0,-9.5
2870,24.0,-3.0,-9.0
2871,23.5,21.0,-5.0
2872,23.5,21.5,-2.0
2873,24.5,20.0,0.5
2874,23.0,23.5,-5.5
2875,24.5,23.5,-7.0
2876,24.0,22.0,-5.0
2877,-5.0,23.5,-5.5
2878,25.0,24.5,-4.0
2879,-5.0,2.5,-4.0
2880,24.5,24.0,-10.0
2881,23.0,20.5,21.5
2882,24.5,24.5,-5.0
2883,24.0,-7.0,15.5
2884,24.0,21.5,19.5
2885,25.0,24.5,-9.0
2886,24.0,22.5,-4.5
2887,25.0,20.0,-6.0
2888,25.0,24.5,-3.5
2889,-3.0,23.5,-3.0
2890,24.5,24.5,-5.0
2891,23.0,23.0,-7.0
2892,24.0,23.0,-16.0
2893,24.0,24.5,-8.0
2894,24.5,19.5,10.5
2895,24.5,24.5,-4.0
2896,24.0,22.0,-7.0
2897,22.0,-2.0,18.5
2898,24.5,21.0,-6.5
2899,23.5,23.0,-3.0
2900,24.5,23.5,-5.0
2901,25.0,21.0,15.5
2902,24.5,21.0,-6.5
2903,23.5,23.0,-4.0
2904,23.0,24.0,-7.0
2905,22.5,24.0,-10.5
2906,25.0,22.5,-6.5
2907,25.0,24.5,-3.0
2908,23.5,1.0,-5.5
2909,24.5,22.0,-6.5
2910,25.0,23.0,-6.0
2911,25.0,23.0,-11.0
2912,23.0,-1.0,-6.0
2913,2.0,22.5,-6.5
2914,25.0,23.0,10.5
2915,23.5,21.0,-6.5
2916,-1.0,23.0,18.5
2917,24.5,24.0,-9.5
2918,24.0,23.0,-6.0
2919,24.5,24.0,-3.5
2920,-1.0,-7.5,-6.0
2921,24.5,24.5,5.5
2922,25.0,-2.0,-5.0
2923,25.0,24.0,-8.0
2924,23.5,-1.5,-7.0
2925,-6.0,22.5,-6.5
2926,24.5,-1.5,-8.0
2927,25.0,22.0,-6.0
2928,24.0,24.0,-6.0
2929,25.0,20.0,6.0
2930,2.0,23.0,20.5
2931,-5.0,23.5,18.0
2932,25.0,22.5,-7.0
2933,22.0,24.5,-7.0
2934,24.0,20.5,-12.5
2935,3.0,24.5,-6.5
2936,24.0,24.5,-3.5
2937,24.0,2.0,21.0
2938,23.5,24.0,-6.5
2939,24.0,0.5,-22.5
2940,24.0,-6.5,-6.0
2941,25.0,0.0,-9.5
2942,22.5,2.5,-4.0
2943,25.0,24.0,-6.0
2944,25.0,2.5,-7.0
2945,24.0,23.0,-4.5
2946,24.0,-0.5,14.0
2947,25.0,24.0,-7.0
2948,24.5,-5.0,-5.0
2949,25.0,18.5,-2.0
2950,24.5,22.5,-7.0
2951,25.0,-1.5,-4.5
2952,25.0,24.0,7.0
2953,25.0,20.0,-6.0
2954,24.0,22.5,-5.0
2955,25.0,24.0,-2.5
2956,25.0,22.5,-11.5
2957,25.0,-6.5,-10.0
2958,24.0,23.5,-7.0
2959,-2.0,23.5,-7.5
2960,23.5,23.0,4.0
2961,-7.0,24.5,-12.5
2962,24.5,22.5,-2.5
2963,23.5,2.0,9.0
2964,25.0,23.5,-7.0
2965,23.0,-1.5,-12.5
2966,24.0,24.5,16.0
2967,24.5,23.5,-5.0
2968,24.5,24.0,-7.5
2969,23.0,-0.5,18.5
2970,25.0,23.0,-2.5
2971,24.5,22.5,-3.0
2972,24.0,24.5,-3.5
2973,23.5,24.5,16.5
2974,24.0,22.0,-4.5
2975,0.0,24.5,-4.5
2976,1.0,-4.5,20.5
2977,24.0,23.5,-8.5
2978,25.0,-3.0,-5.5
2979,24.0,22.5,-13.0
2980,24.5,21.5,-1.5
2981,24.0,23.5,-6.5
2982,25.0,24.5,-4.0
2983,25.0,23.0,-11.5
2984,23.0,24.0,17.5
2985,23.0,-4.5,11.5
2986,24.0,23.0,-6.0
2987,24.0,20.5,-13.5
2988,25.0,1.0,-7.0
2989,25.0,21.0,-7.0
2990,23.5,21.5,-8.5
2991,22.5,0.5,-5.0
2992,24.0,23.5,-3.0
2993,23.5,24.5,-3.5
2994,22.0,22.0,-9.0
2995,23.5,23.5,-6.5
2996,25.0,23.0,19.5
2997,23.5,24.5,-6.0
2998,-27.5,20.0,17.5
2999,0.0,22.0,-6.0
3000,25.0,-2.5,16.0
